Transaction,TransactionOld,TransDate,Machine,Product,Type,Coil,Price,Quantity,LineTotal,TransTotal,BasketSize,Healthy,Category,Group
186,14577468669,1/17/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
187,14577507788,1/17/22,GuttenPlans x1367,KitKat - Crisp Wafers,Credit,134,2,1,2,2,1,FALSE,Sweet,Food
188,14577677689,1/17/22,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Credit,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
189,14577707447,1/17/22,BSQ Mall x1364 - Zales,Takis FUGEO mini,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
190,14577819879,1/17/22,GuttenPlans x1367,Takis FUGEO mini,Cash,122,1.25,1,1.25,1.25,1,FALSE,Salty,Food
191,14577842305,1/17/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
192,14577893993,1/17/22,BSQ Mall x1366 - ATT,Bubly - Cherry,Cash,140,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
193,14578169559,1/17/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
194,14578215674,1/17/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
195,14578233630,1/17/22,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt Original,Credit,114,1.5,2,3,5.5,2,FALSE,Salty,Food
196,14578233630,1/17/22,BSQ Mall x1364 - Zales,Bai Antioxidant - Zambia Bingcherry,Credit,146,2.5,1,2.5,5.5,2,TRUE,Non Carbonated,Drink
197,14578241959,1/17/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
198,14578314947,1/17/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
199,14578440642,1/18/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
200,14578530583,1/18/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
201,14578530455,1/18/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
202,14578876166,1/18/22,Earle Asphalt x1371,Belvita Breakfast Cookies - Blueberry,Cash,131,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
203,14580724140,1/18/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Credit,121,1.5,1,1.5,2.75,2,FALSE,Salty,Food
204,14580724140,1/18/22,GuttenPlans x1367,Chum Fruit Bites - Mango/Strawberry,Credit,132,1.25,1,1.25,2.75,2,TRUE,Sweet,Food
205,14580849667,1/18/22,BSQ Mall x1366 - ATT,Bubly - Cherry,Credit,140,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
206,14580852051,1/18/22,BSQ Mall x1364 - Zales,Spindrift - Sparkling Water Raspberry Lime,Credit,140,1.5,1,1.5,1.5,1,TRUE,Non Carbonated,Drink
207,14581412215,1/18/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
208,14581536048,1/18/22,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
209,14581606543,1/18/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
210,14581784319,1/18/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
211,14581912869,1/18/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Credit,122,1.5,1,1.5,1.5,1,TRUE,Salty,Food
212,14582301490,1/18/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Jalapeno,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
213,14582379968,1/18/22,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Cash,114,1.5,1,1.5,1.5,1,TRUE,Salty,Food
214,14582385566,1/18/22,GuttenPlans x1367,Takis FUGEO mini,Cash,122,1.25,1,1.25,1.25,1,FALSE,Salty,Food
215,14582388980,1/18/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
216,14582402134,1/18/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
217,14582776630,1/18/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
218,14582811554,1/18/22,GuttenPlans x1367,Cheetos Baked - Flaming Hot,Credit,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
219,14582900546,1/18/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
220,14582908861,1/18/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
221,14582909167,1/18/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Cash,113,1.5,1,1.5,1.5,1,FALSE,Salty,Food
222,14582910785,1/18/22,GuttenPlans x1367,Jacks Links Bar Beef Strip,Cash,137,2,1,2,2,1,FALSE,Salty,Food
223,14582925849,1/18/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
224,14582926609,1/18/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
225,14582927508,1/18/22,GuttenPlans x1367,Ritz Bits Cheese,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
226,14582928287,1/18/22,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Cash,114,1.5,1,1.5,1.5,1,TRUE,Salty,Food
227,14582972769,1/18/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
228,14583230397,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Lemon,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
229,14583231698,1/19/22,GuttenPlans x1367,Ritz Bits Cheese,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
230,14584191491,1/19/22,Earle Asphalt x1371,Popchips Potato - Barbeque,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
231,14584532585,1/19/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Credit,122,1.5,1,1.5,3,2,TRUE,Salty,Food
232,14584532585,1/19/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Credit,112,1.5,1,1.5,3,2,TRUE,Salty,Food
233,14585189419,1/19/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
234,14585189909,1/19/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Cash,138,2,1,2,2,1,TRUE,Carbonated,Drink
235,14585244666,1/19/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Credit,133,2,1,2,2,1,TRUE,Salty,Food
236,14585462323,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Lemon,Credit,143,2.5,1,2.5,4.5,2,TRUE,Non Carbonated,Drink
237,14585462323,1/19/22,GuttenPlans x1367,KitKat - Crisp Wafers,Credit,134,2,1,2,4.5,2,FALSE,Sweet,Food
238,14585759160,1/19/22,Earle Asphalt x1371,SunChips Multigrain - Salsa,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
239,14585860534,1/19/22,Earle Asphalt x1371,Snyder's of Hanover Pretzel - Cheddar Cheese,Cash,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
240,14586259632,1/19/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
241,14586263593,1/19/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
242,14586269063,1/19/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
243,14586276662,1/19/22,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Cash,114,1.5,1,1.5,1.5,1,TRUE,Salty,Food
244,14586751849,1/19/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
245,14586752910,1/19/22,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Cash,114,1.5,1,1.5,1.5,1,TRUE,Salty,Food
246,14586762557,1/19/22,GuttenPlans x1367,Good Health Veggie Stix - Sea Salt,Cash,114,1.5,1,1.5,1.5,1,TRUE,Salty,Food
247,14586856790,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Lemon,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
248,14586862293,1/19/22,GuttenPlans x1367,Ritz Bits Cheese,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
249,14587004565,1/19/22,BSQ Mall x1366 - ATT,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
250,14587142298,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
251,14587207212,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Lemon,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
252,14587233543,1/19/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
253,14587250057,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
254,14587309185,1/19/22,BSQ Mall x1366 - ATT,Takis - Hot Chilli Pepper & Lime,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
255,14587534401,1/19/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
256,14587589501,1/19/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
257,14587643596,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
258,14587643829,1/19/22,GuttenPlans x1367,Mini Chips Ahoy,Cash,120,1.5,1,1.5,1.5,1,FALSE,Sweet,Food
259,14587674823,1/19/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
260,14587710216,1/19/22,GuttenPlans x1367,Jacks Links Bar Beef Strip,Cash,137,2,1,2,2,1,FALSE,Salty,Food
261,14587717604,1/19/22,GuttenPlans x1367,Jack Links Beef Steak Original,Cash,133,2,1,2,2,1,FALSE,Salty,Food
262,14587717616,1/19/22,GuttenPlans x1367,Pure Organic Pineapple Passionfruit,Cash,139,1,1,1,1,1,TRUE,Sweet,Food
263,14587782093,1/19/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
264,14587783183,1/19/22,GuttenPlans x1367,Newtons Fig Bar,Cash,136,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
265,14588046195,1/20/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
266,14588046144,1/20/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
267,14588889753,1/20/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Credit,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
268,14588982179,1/20/22,Earle Asphalt x1371,Keto Krisp - Almond Butter,Cash,135,2,1,2,2,1,TRUE,Carbonated,Drink
269,14588982179,1/20/22,Earle Asphalt x1371,Keto Krisp - Almond Butter,Cash,135,2,1,2,2,1,TRUE,Sweet,Food
270,14588982964,1/20/22,Earle Asphalt x1371,Snyder's of Hanover Pretzel - Cheddar Cheese,Cash,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
271,14588987870,1/20/22,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
272,14588988506,1/20/22,Earle Asphalt x1371,SunChips Multigrain - Salsa,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
273,14589187442,1/20/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Cash,138,2,1,2,2,1,TRUE,Carbonated,Drink
274,14589190083,1/20/22,Earle Asphalt x1371,Keto Krisp - Almond Butter,Cash,135,2,1,2,2,1,TRUE,Carbonated,Drink
275,14589190083,1/20/22,Earle Asphalt x1371,Keto Krisp - Almond Butter,Cash,135,2,1,2,2,1,TRUE,Sweet,Food
276,14589325689,1/20/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Smokehouse BBQ,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
277,14590096194,1/20/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
278,14590501816,1/20/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Credit,113,1.5,1,1.5,1.5,1,FALSE,Salty,Food
279,14590550136,1/20/22,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt Original,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
280,14590553892,1/20/22,BSQ Mall x1364 - Zales,Ruffles Baked  - Cheddar & Sour Cream,Cash,123,1.5,1,1.5,1.5,1,TRUE,Salty,Food
281,14590575459,1/20/22,Earle Asphalt x1371,SunChips Multigrain - Salsa,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
282,14591296546,1/20/22,BSQ Mall x1366 - ATT,Nature's Valley Chewy Granola Bar - Fruit & N,Cash,131,1.25,1,1.25,1.25,1,TRUE,Sweet,Food
283,14591543714,1/20/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
284,14591587003,1/20/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
285,14591588155,1/20/22,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Cash,138,1,1,1,1,1,TRUE,Sweet,Food
286,14591588493,1/20/22,GuttenPlans x1367,Pure Organic Pineapple Passionfruit,Cash,139,1,1,1,1,1,TRUE,Sweet,Food
287,14591782178,1/20/22,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Cash,130,2,1,2,2,1,FALSE,Sweet,Food
288,14591786452,1/20/22,BSQ Mall x1364 - Zales,Vitamin Water - Squeezed Lemonade,Cash,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
289,14592545618,1/20/22,GuttenPlans x1367,KitKat - Crisp Wafers,Credit,134,2,1,2,2,1,FALSE,Sweet,Food
290,14592568747,1/20/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
291,14592573581,1/20/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Cash,113,1.5,1,1.5,1.5,1,FALSE,Salty,Food
292,14592574944,1/20/22,GuttenPlans x1367,Ritz Bits Cheese,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
293,14592625636,1/20/22,GuttenPlans x1367,Ritz Bits Cheese,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
294,14593791479,1/21/22,Earle Asphalt x1371,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
295,14593792359,1/21/22,Earle Asphalt x1371,SunChips Multigrain - Salsa,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
296,14594365375,1/21/22,Earle Asphalt x1371,Snapple Diet Tea - Lemon,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
297,14594704276,1/21/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Credit,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
298,14594771126,1/21/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Harvest Cheddar,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
299,14594811235,1/21/22,Earle Asphalt x1371,Cheetos Baked - Flaming Hot,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
300,14594953024,1/21/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Credit,138,2,1,2,2,1,TRUE,Carbonated,Drink
301,14595362613,1/21/22,Earle Asphalt x1371,V8 Vegetable Juice - Original,Credit,142,1.5,1,1.5,1.5,1,TRUE,Non Carbonated,Drink
302,14595565918,1/21/22,GuttenPlans x1367,Ritz Bits Cheese,Credit,123,1.5,1,1.5,3.5,2,FALSE,Salty,Food
303,14595565918,1/21/22,GuttenPlans x1367,KitKat - Crisp Wafers,Credit,134,2,1,2,3.5,2,FALSE,Sweet,Food
304,14595758820,1/21/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
305,14595904567,1/21/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Credit,138,2,1,2,2,1,TRUE,Carbonated,Drink
306,14595986535,1/21/22,BSQ Mall x1364 - Zales,Miss Vickie's Potato Chip - Sea Salt Original,Credit,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
307,14596771746,1/21/22,BSQ Mall x1366 - ATT,Keto Krisp - Almond Butter,Cash,135,1.25,1,1.25,1.25,1,TRUE,Carbonated,Drink
308,14596771746,1/21/22,BSQ Mall x1366 - ATT,Keto Krisp - Almond Butter,Cash,135,1.25,1,1.25,1.25,1,TRUE,Sweet,Food
309,14596827219,1/21/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
310,14596827763,1/21/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
311,14596828328,1/21/22,GuttenPlans x1367,Pure Organic Fruit Bar - Strawberry Banana,Cash,138,1,1,1,1,1,TRUE,Sweet,Food
312,14596849625,1/21/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
313,14596857937,1/21/22,BSQ Mall x1364 - Zales,KitKat - Crisp Wafers,Credit,130,2,1,2,2,1,FALSE,Sweet,Food
314,14597121035,1/21/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
315,14597290309,1/21/22,GuttenPlans x1367,Miss Vickie's Potato Chip - Lime & Cracked Pe,Cash,113,1.5,1,1.5,1.5,1,FALSE,Salty,Food
316,14598356415,1/22/22,BSQ Mall x1366 - ATT,Bai Antioxidant - Molokai Coconut,Cash,144,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
317,14598703559,1/22/22,BSQ Mall x1366 - ATT,Good Health Veggie Stix - Sea Salt,Cash,110,1.5,1,1.5,1.5,1,TRUE,Salty,Food
318,14599121433,1/22/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
319,14599122919,1/22/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Cash,112,1.5,1,1.5,1.5,1,TRUE,Salty,Food
320,14599130789,1/22/22,BSQ Mall x1366 - ATT,Popchips Potato - Sea Salt,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
321,14599154502,1/22/22,BSQ Mall x1364 - Zales,SunChips Multigrain - Salsa,Cash,122,1.5,1,1.5,1.5,1,TRUE,Salty,Food
322,14599221781,1/22/22,BSQ Mall x1366 - ATT,Poland Springs Water,Credit,142,1.5,1,1.5,1.5,1,TRUE,Water,Drink
323,14599251335,1/22/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
324,14599501020,1/22/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
325,14599566852,1/22/22,BSQ Mall x1366 - ATT,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
326,14600003719,1/22/22,BSQ Mall x1366 - ATT,Snapple Diet Tea - Raspberry,Credit,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
327,14600005496,1/22/22,BSQ Mall x1366 - ATT,Vitamin Water - Squeezed Lemonade,Credit,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
328,14601146327,1/23/22,BSQ Mall x1366 - ATT,SunChips Multigrain - Salsa,Cash,124,1.5,1,1.5,1.5,1,TRUE,Salty,Food
329,14601146900,1/23/22,BSQ Mall x1366 - ATT,CheezIt - Double Cheese,Cash,122,1.25,1,1.25,1.25,1,FALSE,Salty,Food
330,14601580730,1/23/22,BSQ Mall x1366 - ATT,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
331,14602093407,1/23/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
332,14602775098,1/24/22,BSQ Mall x1364 - Zales,Bai Antioxidant - Zambia Bingcherry,Cash,146,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
333,14603212737,1/24/22,Earle Asphalt x1371,Vitamin Water - Ice Cool Blue Lavender,Cash,144,2.5,1,2.5,2.5,1,TRUE,Water,Drink
334,14603213163,1/24/22,Earle Asphalt x1371,BodyArmor LYTE  - Peach Mango,Cash,148,2,1,2,2,1,TRUE,Water,Drink
335,14604381908,1/24/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Cash,138,2,1,2,2,1,TRUE,Carbonated,Drink
336,14604383193,1/24/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
337,14604555974,1/24/22,BSQ Mall x1366 - ATT,Robert Irvine's - Fit Crunch -  Chocolate Pea,Credit,138,2,1,2,2,1,TRUE,Salty,Food
338,14604558066,1/24/22,Earle Asphalt x1371,Good Health Veggie Stix - Sea Salt,Cash,113,1.5,1,1.5,1.5,1,TRUE,Salty,Food
339,14604646245,1/24/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,134,2,1,2,2,1,FALSE,Sweet,Food
340,14604843785,1/24/22,Earle Asphalt x1371,Belvita Breakfast Cookies - Blueberry,Cash,131,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
341,14605429025,1/24/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
342,14605826631,1/24/22,Earle Asphalt x1371,Keto Krisp - Almond/Chocolate,Cash,138,2,1,2,2,1,TRUE,Carbonated,Drink
343,14605916131,1/24/22,GuttenPlans x1367,Pure Organic Pineapple Passionfruit,Cash,139,1,1,1,1,1,TRUE,Sweet,Food
344,14606042702,1/24/22,BSQ Mall x1366 - ATT,Poland Springs Water,Credit,142,1.5,2,3,3,1,TRUE,Water,Drink
345,14606049325,1/24/22,BSQ Mall x1366 - ATT,Keto Krisp - Almond Butter,Credit,135,1.25,2,2.5,2.5,1,TRUE,Carbonated,Drink
346,14606049325,1/24/22,BSQ Mall x1366 - ATT,Keto Krisp - Almond Butter,Credit,135,1.25,2,2.5,2.5,1,TRUE,Sweet,Food
347,14607510795,1/25/22,BSQ Mall x1364 - Zales,Bai Antioxidant - Zambia Bingcherry,Credit,146,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
348,14608116568,1/25/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Lime & Cracked Pe,Credit,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
349,14608774865,1/25/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Credit,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
350,14609469905,1/25/22,Earle Asphalt x1371,Keto Krisp - Almond Butter,Cash,135,2,1,2,2,1,TRUE,Carbonated,Drink
351,14609469905,1/25/22,Earle Asphalt x1371,Keto Krisp - Almond Butter,Cash,135,2,1,2,2,1,TRUE,Sweet,Food
352,14609470587,1/25/22,Earle Asphalt x1371,Robert Irvine's - Fit Crunch -  Chocolate Pea,Cash,133,2,1,2,2,1,TRUE,Salty,Food
353,14610954837,1/25/22,BSQ Mall x1366 - ATT,Poland Springs Water,Credit,142,1.5,1,1.5,1.5,1,TRUE,Water,Drink
354,14611027474,1/25/22,BSQ Mall x1364 - Zales,Lays Baked - Barbecue,Credit,125,1.5,1,1.5,1.5,1,TRUE,Salty,Food
355,14611871699,1/25/22,GuttenPlans x1367,Sunkist Soda - Orange,Cash,140,1,1,1,1,1,FALSE,Carbonated,Drink
356,14611872332,1/25/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3,1,3,3,1,FALSE,Carbonated,Drink
357,14611872363,1/25/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
358,14611872784,1/25/22,GuttenPlans x1367,Sunkist Soda - Orange,Cash,140,1,1,1,1,1,FALSE,Carbonated,Drink
359,14611874425,1/25/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
360,14612287488,1/25/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1,1,1,1,1,TRUE,Carbonated,Drink
361,14612352806,1/25/22,GuttenPlans x1367,Sunkist Soda - Orange,Cash,140,1,1,1,1,1,FALSE,Carbonated,Drink
362,14612401252,1/25/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Credit,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
363,14612410127,1/25/22,GuttenPlans x1367,Monster Energy Original,Credit,144,3,1,3,3,1,FALSE,Carbonated,Drink
364,14612695225,1/26/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
365,14612695965,1/26/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
366,14612707425,1/26/22,GuttenPlans x1367,Funyuns - Flaming Hot,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
367,14612716423,1/26/22,GuttenPlans x1367,Skinny Pop Popcorn,Cash,111,1.5,1,1.5,1.5,1,TRUE,Salty,Food
368,14612716873,1/26/22,GuttenPlans x1367,Ritz Bits Cheese,Cash,122,1.25,1,1.25,1.25,1,FALSE,Salty,Food
369,14612717592,1/26/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1,1,1,1,1,TRUE,Carbonated,Drink
370,14613663952,1/26/22,BSQ Mall x1366 - ATT,V8 Vegetable Juice - Original,Cash,141,1.5,1,1.5,1.5,1,TRUE,Non Carbonated,Drink
